Repair Level,﻿height,weight,shootCatch,pos,birthCountry,MarjorAwards,AllStarTeams,TotalPts,TotalGoals,TotalPtsPost,TotalGoalsPost,TotalGWG,TotalGWGPost
0.0,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015,0.9681861348528015
0.1,0.9748338081671415,0.9719848053181387,0.9686609686609686,0.9724596391263058,0.9743589743589743,0.9729344729344729,0.9743589743589743,0.9401709401709402,0.9757834757834758,0.9757834757834758,0.9743589743589743,0.9658119658119658,0.9748338081671415
0.2,0.9729344729344729,0.9724596391263058,0.9681861348528015,0.9710351377018044,0.9724596391263058,0.9786324786324786,0.9786324786324786,0.8850902184235517,0.9757834757834758,0.9781576448243114,0.9795821462488129,0.9501424501424501,0.9805318138651472
0.30000000000000004,0.9729344729344729,0.9715099715099715,0.966286799620133,0.9710351377018044,0.97340930674264,0.9748338081671415,0.9667616334283001,0.2849002849002849,0.9715099715099715,0.9767331433998101,0.9757834757834758,0.8713200379867047,0.9757834757834758
0.4,0.9748338081671415,0.9724596391263058,0.9677113010446344,0.9724596391263058,0.9729344729344729,0.9729344729344729,0.9648622981956315,0.2929724596391263,0.9743589743589743,0.9757834757834758,0.9748338081671415,0.8831908831908832,0.9772079772079773
0.5,0.9729344729344729,0.9724596391263058,0.9667616334283001,0.9696106362773029,0.9710351377018044,0.9743589743589743,0.9624881291547959,0.3285849952516619,0.9672364672364673,0.9724596391263058,0.9724596391263058,0.9012345679012346,0.97340930674264
0.6,0.7597340930674265,0.97340930674264,0.9677113010446344,0.9696106362773029,0.9715099715099715,0.9724596391263058,0.9567901234567902,0.9729344729344729,0.976258309591643,0.9738841405508072,0.9729344729344729,0.9083570750237417,0.9724596391263058
0.7,0.31291547958214627,0.9715099715099715,0.9710351377018044,0.9677113010446344,0.9672364672364673,0.9696106362773029,0.9444444444444444,0.9719848053181387,0.9715099715099715,0.9729344729344729,0.9724596391263058,0.7659069325735992,0.9710351377018044
0.7999999999999999,0.3114909781576448,0.9715099715099715,0.9705603038936372,0.9681861348528015,0.9700854700854701,0.9577397910731245,0.9677113010446344,0.9753086419753086,0.9719848053181387,0.9715099715099715,0.9715099715099715,0.8418803418803419,0.9719848053181387
0.8999999999999999,0.3067426400759734,0.9719848053181387,0.9667616334283001,0.9715099715099715,0.9715099715099715,0.05745489078822412,0.9691358024691358,0.9753086419753086,0.9715099715099715,0.9715099715099715,0.9715099715099715,0.059354226020892686,0.9719848053181387
0.9999999999999999,0.02849002849002849,0.9715099715099715,0.9700854700854701,0.9715099715099715,0.9715099715099715,0.02849002849002849,0.9715099715099715,0.9715099715099715,0.9715099715099715,0.9715099715099715,0.9715099715099715,0.02849002849002849,0.9715099715099715
