Repair Level,﻿SUBURB,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST
0.0,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986,0.619804297132986
0.1,0.6046857101262468,0.6086605196307187,0.6081071176359207,0.5960205088139847,0.5802827791714132,0.6065122696445158,0.5996432852804786,0.5879660002445946,0.6003844752061591,0.5646071734432363,0.5937182559750533,0.5870829636964988,0.6088880190126329,0.5990076949587524,0.5783977686008364
0.2,0.5584835289814775,0.5981615106325053,0.5470231276215971,0.5435636857349524,0.5108941998946501,0.5439826160395979,0.5749680513528892,0.5538744705202399,0.5655663609987855,0.49788887430495377,0.5711925304093954,0.5431083700964594,0.5678348653984258,0.5562731234449139,0.4984170752363396
0.30000000000000004,0.519054284304234,0.5856268556756428,0.46915949640439003,0.48414483353141424,0.4430284791292426,0.49909755257957156,0.5293207134051015,0.5245794539067815,0.5061761663454527,0.45120380648298986,0.5390890014073767,0.4993126355069587,0.5269354160817139,0.5097200927415849,0.4316800907193551
0.4,0.457077530491546,0.5480155414758535,0.399200910885689,0.4291573160683242,0.38901572669781337,0.45737772807272126,0.48116650369141256,0.5030621248325733,0.46556070029445085,0.3972727396609168,0.5127348560315312,0.4532723300825715,0.47709599318247586,0.4530441895205548,0.4173284773184882
0.5,0.42561306595533,0.5334004699297626,0.3676080193359966,0.36038120350283653,0.3748019713597627,0.40716500047979254,0.44234471525057006,0.46408711112161916,0.4071524213575425,0.373996614939861,0.4807402899045179,0.4274078174226069,0.45305208681411724,0.40838711785993276,0.3971038729070413
0.6,0.3555949507450227,0.5012633831871133,0.36545691615351583,0.29983623244884794,0.3475310056083917,0.31042135484094036,0.4137688655160998,0.4406786567596005,0.4002796142652262,0.34318685024673445,0.448063010507193,0.39904758379190985,0.43400978172593063,0.376765072075368,0.3723807268238717
0.7,0.3088450459670733,0.471643353078561,0.35065855766521936,0.2866105215967101,0.31654125088215423,0.28275821015781655,0.34921695260120933,0.3614847009454042,0.3704498573454833,0.33613853939558136,0.42931977926123865,0.4000967063660371,0.40792488380352454,0.3248250206624794,0.3665917078937012
0.7999999999999999,0.2851854603772165,0.4395602151488185,0.3017430674216792,0.26024264900733496,0.32398079607397134,0.29639951364660944,0.28803698723238036,0.35541898774967406,0.35364015645695024,0.3188442764479493,0.4024656176568784,0.3847435881849949,0.4063442731739948,0.2804167371081915,0.34683957552585276
0.8999999999999999,0.25832281900965826,0.4291223428021428,0.27182537796643724,0.2586835417117902,0.31284442101989995,0.27818244421009886,0.2909553112962726,0.3392107118109724,0.31686145902114893,0.2511930457666397,0.3687532330669794,0.379487019558599,0.38557309020419506,0.2871846118947212,0.31253616825961994
0.9999999999999999,0.25,0.43601371829365865,0.25,0.243796906885973,0.2404118538099007,0.25,0.25,0.3385738637020935,0.25,0.25,0.3577597307442034,0.36788149416379257,0.3732702728766285,0.25,0.25
