Repair Level,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
0.0,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8853440951571793
0.1,0.8944350042480884,0.8853440951571793,0.8945624468988955,0.8853440951571793,0.8898895497026338,0.8852166525063722,0.8898895497026338,0.8853440951571793,0.8944350042480884,0.8944350042480884,0.9035259133389975,0.8898895497026338,0.8898895497026338,0.8853440951571793,0.8853440951571793,0.8853440951571793,0.8944350042480884,0.8944350042480884,0.8853440951571793,0.8944350042480884,0.8944350042480884,0.8898895497026338,0.8944350042480884,0.8898895497026338,0.8853440951571793,0.8898895497026338,0.8900169923534409,0.8989804587935429,0.8853440951571793,0.908071367884452,0.908071367884452,0.8619796091758709
0.2,0.8853440951571793,0.8944350042480884,0.8852166525063722,0.8944350042480884,0.8807986406117247,0.8853440951571793,0.8806711979609176,0.797196261682243,0.8989804587935429,0.8898895497026338,0.8898895497026338,0.8706881903143585,0.9167799490229397,0.8806711979609176,0.7966864910790145,0.8853440951571793,0.8898895497026338,0.8898895497026338,0.8898895497026338,0.8898895497026338,0.7826677994902294,0.89910790144435,0.8898895497026338,0.8988530161427357,0.8989804587935429,0.8898895497026338,0.815250637213254,0.8943075615972812,0.8898895497026338,0.9126168224299065,0.89910790144435,0.8296516567544605
0.30000000000000004,0.8146134239592184,0.8853440951571793,0.8852166525063722,0.8898895497026338,0.8800339847068819,0.8853440951571793,0.8852166525063722,0.8064146134239591,0.894052676295667,0.8293967714528463,0.9126168224299065,0.8709430756159728,0.9122344944774852,0.8895072217502125,0.8279949022939677,0.8944350042480884,0.8987255734919286,0.8100679694137638,0.8564146134239592,0.8988530161427357,0.8231945624468989,0.8989804587935429,0.8468139337298216,0.8578164825828377,0.8809260832625319,0.8988530161427357,0.8469413763806287,0.8806711979609176,0.8898895497026338,0.8146134239592184,0.8852166525063722,0.8056499575191164
0.4,0.8192863211554801,0.876125743415463,0.9035259133389975,0.8852166525063722,0.8753610875106203,0.8807986406117247,0.8897621070518267,0.8064146134239591,0.8895072217502125,0.8338147833474936,0.8944350042480884,0.8615972812234495,0.9076890399320305,0.8895072217502125,0.7719201359388275,0.9035259133389975,0.9032710280373832,0.8011045029736619,0.8703058623619371,0.8989804587935429,0.7625743415463042,0.8898895497026338,0.856159728122345,0.8532710280373832,0.8809260832625319,0.8896346644010196,0.8377230246389125,0.8943075615972812,0.8898895497026338,0.8239592183517417,0.9079439252336449,0.7779949022939677
0.5,0.8146134239592184,0.8944350042480884,0.8944350042480884,0.8898895497026338,0.8844519966015293,0.8853440951571793,0.9124893797790994,0.8482158028887001,0.8895072217502125,0.8339422259983007,0.8943075615972812,0.8566694987255735,0.9167799490229397,0.8756159728122345,0.7528462192013594,0.908071367884452,0.9078164825828378,0.8057774001699236,0.8564146134239592,0.8989804587935429,0.7389549702633815,0.8853440951571793,0.856159728122345,0.8623619371282922,0.8900169923534409,0.8988530161427357,0.8469413763806287,0.8717077315208156,0.8853440951571793,0.7955395072217502,0.8988530161427357,0.7827952421410366
0.6,0.8235768903993204,0.8898895497026338,0.7644859813084113,0.8985981308411215,0.7913763806287171,0.8278674596431606,0.7918861512319456,0.8482158028887001,0.8936703483432455,0.7968139337298216,0.8756159728122345,0.79124893797791,0.9213254035683942,0.9025063721325404,0.6688615123194563,0.8325403568394223,0.8893797790994052,0.8324129141886152,0.8281223449447749,0.8053950722175022,0.7483007646559048,0.828249787595582,0.823322005097706,0.8222175021240442,0.8854715378079864,0.8008496176720477,0.8199235344095157,0.8988530161427357,0.824214103653356,0.785429056924384,0.7551401869158878,0.7128292268479184
0.7,0.8235768903993204,0.8898895497026338,0.7369583687340697,0.9122344944774852,0.8187765505522515,0.8278674596431606,0.7643585386576041,0.8436703483432455,0.9074341546304163,0.783177570093458,0.9166525063721326,0.800339847068819,0.9167799490229397,0.9163976210705183,0.5986406117247238,0.8416312659303313,0.8983432455395073,0.8418861512319457,0.8325403568394223,0.8098130841121496,0.6220050977060323,0.8327952421410365,0.8373406966864911,0.8267629566694987,0.8809260832625319,0.8008496176720477,0.8290144435004247,0.8943075615972812,0.8288870008496176,0.6824978759558199,0.8005947323704333,0.6663551401869159
0.7999999999999999,0.8048853016142736,0.8806711979609176,0.6812659303313509,0.903143585386576,0.7725573491928632,0.8234494477485133,0.7033559898045879,0.8339422259983007,0.8982158028887001,0.834197111299915,0.9028887000849618,0.7816482582837723,0.9167799490229397,0.9023789294817333,0.5751486830926084,0.7810110450297366,0.8983432455395073,0.7437553101104504,0.7669923534409515,0.8190314358538657,0.6033135089209856,0.7908666100254885,0.8042480883602379,0.7767629566694987,0.8579439252336448,0.7960492778249788,0.8122344944774851,0.8897621070518267,0.8195412064570944,0.6357689039932031,0.6755734919286321,0.606499575191164
0.8999999999999999,0.8091758708581138,0.8945624468988955,0.5559898045879355,0.9076890399320305,0.7677570093457944,0.8372132540356839,0.5732795242141037,0.7960492778249788,0.9073067119796092,0.8432880203908242,0.9030161427357689,0.7677570093457944,0.9258708581138487,0.893160577740017,0.5469838572642312,0.7991928632115548,0.9074341546304163,0.6875531011045031,0.7579014443500425,0.8005947323704333,0.5754035683942227,0.804375531011045,0.7906117247238742,0.7768903993203059,0.8579439252336448,0.7682667799490229,0.8169073916737468,0.8852166525063722,0.8149957519116398,0.5421835174171623,0.5732795242141037,0.5588785046728972
