Repair Level,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
0.0,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9124423963133641
0.1,0.9124423963133641,0.9124423963133641,0.9078341013824884,0.9124423963133641,0.9170506912442397,0.9124423963133641,0.9032258064516129,0.9124423963133641,0.9032258064516129,0.9078341013824884,0.9078341013824884,0.8986175115207373,0.9078341013824884,0.9078341013824884,0.9078341013824884,0.9124423963133641,0.9170506912442397,0.9078341013824884,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9078341013824884,0.9078341013824884,0.9124423963133641,0.9078341013824884,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.9032258064516129,0.9124423963133641,0.9032258064516129
0.2,0.9124423963133641,0.9216589861751152,0.9124423963133641,0.9078341013824884,0.9124423963133641,0.8986175115207373,0.9078341013824884,0.9032258064516129,0.8986175115207373,0.9078341013824884,0.9032258064516129,0.8940092165898618,0.8940092165898618,0.8755760368663594,0.9078341013824884,0.9032258064516129,0.9124423963133641,0.9078341013824884,0.9124423963133641,0.8755760368663594,0.9124423963133641,0.9078341013824884,0.9078341013824884,0.9032258064516129,0.9032258064516129,0.8986175115207373,0.9170506912442397,0.9170506912442397,0.8571428571428571,0.9078341013824884,0.8986175115207373
0.30000000000000004,0.8847926267281107,0.9124423963133641,0.9170506912442397,0.9078341013824884,0.9032258064516129,0.8940092165898618,0.8894009216589862,0.8986175115207373,0.8986175115207373,0.8940092165898618,0.8986175115207373,0.8709677419354839,0.8986175115207373,0.8617511520737328,0.8894009216589862,0.9032258064516129,0.880184331797235,0.9032258064516129,0.9170506912442397,0.8525345622119815,0.9032258064516129,0.9124423963133641,0.9124423963133641,0.9124423963133641,0.880184331797235,0.8663594470046083,0.9170506912442397,0.9078341013824884,0.880184331797235,0.8709677419354839,0.8940092165898618
0.4,0.8894009216589862,0.9078341013824884,0.9032258064516129,0.9032258064516129,0.9078341013824884,0.8940092165898618,0.8894009216589862,0.8940092165898618,0.9078341013824884,0.880184331797235,0.9078341013824884,0.8940092165898618,0.8986175115207373,0.8341013824884793,0.8940092165898618,0.9124423963133641,0.8894009216589862,0.9078341013824884,0.9124423963133641,0.8294930875576036,0.8986175115207373,0.9078341013824884,0.8986175115207373,0.9124423963133641,0.8986175115207373,0.8525345622119815,0.9078341013824884,0.9078341013824884,0.8847926267281107,0.8525345622119815,0.8617511520737328
0.5,0.8986175115207373,0.9032258064516129,0.9124423963133641,0.9078341013824884,0.9124423963133641,0.8847926267281107,0.8755760368663594,0.8986175115207373,0.8986175115207373,0.8709677419354839,0.9032258064516129,0.8571428571428571,0.8986175115207373,0.8018433179723502,0.8986175115207373,0.8986175115207373,0.8847926267281107,0.9078341013824884,0.9078341013824884,0.7972350230414746,0.8986175115207373,0.9032258064516129,0.9032258064516129,0.8986175115207373,0.8755760368663594,0.8387096774193549,0.9032258064516129,0.9124423963133641,0.8755760368663594,0.8663594470046083,0.8617511520737328
0.6,0.9032258064516129,0.9124423963133641,0.9170506912442397,0.9078341013824884,0.8847926267281107,0.8617511520737328,0.8387096774193549,0.8755760368663594,0.9078341013824884,0.880184331797235,0.9308755760368663,0.8847926267281107,0.8525345622119815,0.783410138248848,0.8709677419354839,0.9078341013824884,0.8571428571428571,0.880184331797235,0.9170506912442397,0.783410138248848,0.8617511520737328,0.8894009216589862,0.8663594470046083,0.8755760368663594,0.8986175115207373,0.8202764976958525,0.8847926267281107,0.8894009216589862,0.8571428571428571,0.7926267281105991,0.8433179723502304
0.7,0.9032258064516129,0.8940092165898618,0.9078341013824884,0.9078341013824884,0.9032258064516129,0.8617511520737328,0.8248847926267281,0.880184331797235,0.8986175115207373,0.8709677419354839,0.9216589861751152,0.8571428571428571,0.8617511520737328,0.695852534562212,0.8894009216589862,0.9078341013824884,0.8709677419354839,0.880184331797235,0.9170506912442397,0.728110599078341,0.8709677419354839,0.8940092165898618,0.8709677419354839,0.8894009216589862,0.8847926267281107,0.8064516129032258,0.8755760368663594,0.8709677419354839,0.8341013824884793,0.7880184331797235,0.7926267281105991
0.7999999999999999,0.847926267281106,0.8986175115207373,0.8986175115207373,0.8986175115207373,0.9032258064516129,0.8341013824884793,0.695852534562212,0.8525345622119815,0.9032258064516129,0.8755760368663594,0.9032258064516129,0.8433179723502304,0.8294930875576036,0.6866359447004609,0.8571428571428571,0.9124423963133641,0.8525345622119815,0.880184331797235,0.9170506912442397,0.7142857142857143,0.880184331797235,0.8894009216589862,0.8525345622119815,0.8847926267281107,0.8617511520737328,0.7649769585253456,0.8847926267281107,0.8940092165898618,0.8847926267281107,0.6728110599078341,0.7004608294930875
0.8999999999999999,0.8433179723502304,0.8894009216589862,0.9216589861751152,0.8894009216589862,0.9170506912442397,0.847926267281106,0.6359447004608295,0.8571428571428571,0.9032258064516129,0.8894009216589862,0.9170506912442397,0.7972350230414746,0.8202764976958525,0.631336405529954,0.8617511520737328,0.9032258064516129,0.815668202764977,0.8755760368663594,0.9078341013824884,0.6543778801843319,0.8847926267281107,0.8894009216589862,0.8387096774193549,0.8940092165898618,0.8709677419354839,0.6866359447004609,0.880184331797235,0.8847926267281107,0.847926267281106,0.576036866359447,0.576036866359447
