Repair Level,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0.0,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085,0.6734685073339085
0.1,0.6857635893011217,0.6775668679896463,0.6921915444348576,0.6828300258843831,0.6734685073339085,0.6682053494391718,0.6757981018119068,0.6723037100949094,0.6600086281276963,0.67053494391717,0.6746333045729077,0.6652717860224331,0.6746333045729077,0.6682053494391718,0.664106988783434,0.6746333045729077,0.6828300258843831,0.6857635893011217,0.6588438308886971,0.6693701466781709,0.6764020707506471,0.664106988783434,0.6746333045729077,0.6927955133735979,0.6389559965487489,0.6588438308886971,0.6775668679896463,0.6611734253666954,0.6746333045729077,0.6594477998274375
0.2,0.6764020707506471,0.6588438308886971,0.6816652286453839,0.6798964624676446,0.6746333045729077,0.6682053494391718,0.6600086281276963,0.6787316652286454,0.6939603106125971,0.6910267471958584,0.6746333045729077,0.6670405522001726,0.68809318377912,0.6606125970664366,0.6734685073339085,0.6764020707506471,0.6723037100949094,0.6570750647109578,0.6775668679896463,0.6921915444348576,0.6682053494391718,0.6775668679896463,0.6787316652286454,0.6588438308886971,0.675237273511648,0.6734685073339085,0.6746333045729077,0.6734685073339085,0.6617773943054357,0.6424503882657463
0.30000000000000004,0.6535806729939604,0.67053494391717,0.640120793787748,0.6839948231233822,0.6559102674719586,0.6898619499568593,0.6371872303710095,0.6565142364106988,0.6658757549611735,0.6459879206212251,0.6289905090595341,0.6787316652286454,0.6629421915444349,0.6459879206212251,0.6816652286453839,0.6436583261432269,0.6716997411561692,0.6682053494391718,0.664106988783434,0.6746333045729077,0.6828300258843831,0.6600086281276963,0.6535806729939604,0.687532355478861,0.6430543572044867,0.6682053494391718,0.6354184641932701,0.6658757549611735,0.6921915444348576,0.65595340811044
0.4,0.6793356341673857,0.65297670405522,0.6196289905090595,0.6524158757549612,0.6857635893011217,0.6951251078515962,0.6079378774805867,0.6184641932700604,0.6770060396893873,0.6518550474547024,0.6921915444348576,0.6787316652286454,0.6407247627264884,0.6453839516824849,0.6652717860224331,0.644823123382226,0.6734685073339085,0.6764020707506471,0.657679033649698,0.6746333045729077,0.6757981018119068,0.6775668679896463,0.6845987920621226,0.651251078515962,0.6716997411561692,0.6682053494391718,0.6518119068162209,0.6471527178602243,0.6699741156169111,0.6226056945642795
0.5,0.6670405522001726,0.6652717860224331,0.6084987057808455,0.664106988783434,0.6676013805004314,0.664106988783434,0.5997411561691113,0.651251078515962,0.6459879206212251,0.6553494391716997,0.6518119068162209,0.67053494391717,0.6430543572044867,0.6377911993097498,0.6406816220880069,0.6506902502157031,0.6360224331320103,0.6506471095772217,0.6869283865401208,0.7027178602243314,0.6682053494391718,0.6664365832614323,0.6834339948231234,0.6500862812769629,0.6693701466781709,0.6711389128559102,0.6518119068162209,0.6757981018119068,0.6611734253666954,0.6840379637618637
0.6,0.6518550474547024,0.6436583261432269,0.5,0.6471527178602243,0.6729076790336497,0.6729076790336497,0.5430112165660052,0.5,0.5,0.5,0.5980155306298534,0.6600086281276963,0.649525452976704,0.6120793787748059,0.6032355478861087,0.6232096635030199,0.6810612597066437,0.6553494391716997,0.686367558239862,0.6734685073339085,0.6910267471958584,0.6553494391716997,0.6723037100949094,0.5763589301121657,0.6212251941328731,0.6295944779982744,0.5937014667817084,0.6623382226056945,0.6044866264020707,0.6501294219154443
0.7,0.6091458153580673,0.6828731665228646,0.5,0.6734685073339085,0.6699741156169111,0.6629421915444349,0.5570750647109577,0.5,0.5,0.5,0.5986194995685936,0.6716997411561692,0.6612165660051769,0.606816220880069,0.61786022433132,0.6150129421915445,0.6412855910267472,0.6933563416738567,0.657679033649698,0.6910267471958584,0.6711389128559102,0.6834339948231234,0.6699741156169111,0.6032786885245902,0.6212251941328731,0.6307592752372735,0.5937014667817084,0.6904227782571182,0.5635030198446938,0.629076790336497
0.7999999999999999,0.6858067299396031,0.6699741156169111,0.5,0.6553494391716997,0.6781708369283865,0.6617773943054357,0.55595340811044,0.5,0.5,0.5,0.57053494391717,0.6588438308886971,0.6571182053494392,0.5933563416738568,0.5950388265746334,0.5635461604831752,0.6518119068162209,0.6570750647109578,0.6600086281276963,0.6793356341673857,0.6471527178602243,0.6582830025884383,0.651251078515962,0.5939171699741156,0.6212251941328731,0.6453839516824849,0.5925366695427092,0.6237273511647973,0.5447799827437446,0.6197584124245039
0.8999999999999999,0.6530629853321829,0.6635461604831752,0.5,0.6635461604831752,0.6535806729939604,0.6822691975841242,0.5694132873166523,0.5,0.5,0.5,0.5787316652286454,0.6424503882657463,0.6524158757549612,0.582830025884383,0.551725625539258,0.5845987920621225,0.6330888697152718,0.6810612597066437,0.6711389128559102,0.6658757549611735,0.6764020707506471,0.6407247627264884,0.6764020707506471,0.6009490940465919,0.6118636755823986,0.5950819672131147,0.5884383088869716,0.6764020707506471,0.5781276962899051,0.6291199309749784
