Repair Level,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0.0,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6682027649769585
0.1,0.6820276497695853,0.6728110599078341,0.6866359447004609,0.6774193548387096,0.6682027649769585,0.663594470046083,0.6682027649769585,0.6682027649769585,0.6543778801843319,0.663594470046083,0.6682027649769585,0.6589861751152074,0.6682027649769585,0.663594470046083,0.6589861751152074,0.6682027649769585,0.6774193548387096,0.6820276497695853,0.6543778801843319,0.663594470046083,0.6728110599078341,0.6589861751152074,0.6682027649769585,0.6912442396313364,0.6359447004608295,0.6543778801843319,0.6728110599078341,0.6543778801843319,0.6682027649769585,0.6589861751152074
0.2,0.6728110599078341,0.6543778801843319,0.6774193548387096,0.6728110599078341,0.6682027649769585,0.663594470046083,0.6543778801843319,0.6728110599078341,0.6912442396313364,0.6866359447004609,0.6682027649769585,0.663594470046083,0.6820276497695853,0.6589861751152074,0.6682027649769585,0.6728110599078341,0.6682027649769585,0.6497695852534562,0.6728110599078341,0.6866359447004609,0.663594470046083,0.6728110599078341,0.6728110599078341,0.6543778801843319,0.6728110599078341,0.6682027649769585,0.6682027649769585,0.6682027649769585,0.6589861751152074,0.6359447004608295
0.30000000000000004,0.6497695852534562,0.663594470046083,0.6359447004608295,0.6774193548387096,0.6497695852534562,0.6866359447004609,0.631336405529954,0.6543778801843319,0.663594470046083,0.6451612903225806,0.6221198156682027,0.6728110599078341,0.6589861751152074,0.6451612903225806,0.6774193548387096,0.6451612903225806,0.663594470046083,0.663594470046083,0.6589861751152074,0.6682027649769585,0.6774193548387096,0.6543778801843319,0.6497695852534562,0.6866359447004609,0.6405529953917051,0.663594470046083,0.6267281105990783,0.663594470046083,0.6866359447004609,0.6589861751152074
0.4,0.6774193548387096,0.6451612903225806,0.6129032258064516,0.6497695852534562,0.6820276497695853,0.6912442396313364,0.6036866359447005,0.6129032258064516,0.6774193548387096,0.6543778801843319,0.6866359447004609,0.6728110599078341,0.6405529953917051,0.6405529953917051,0.6589861751152074,0.6451612903225806,0.6682027649769585,0.6728110599078341,0.6543778801843319,0.6682027649769585,0.6682027649769585,0.6728110599078341,0.6820276497695853,0.6497695852534562,0.663594470046083,0.663594470046083,0.6451612903225806,0.6451612903225806,0.6682027649769585,0.6267281105990783
0.5,0.663594470046083,0.6589861751152074,0.5990783410138248,0.6589861751152074,0.6589861751152074,0.6589861751152074,0.5944700460829493,0.6497695852534562,0.6451612903225806,0.6543778801843319,0.6451612903225806,0.663594470046083,0.6405529953917051,0.6359447004608295,0.631336405529954,0.6543778801843319,0.631336405529954,0.6451612903225806,0.6820276497695853,0.695852534562212,0.663594470046083,0.6589861751152074,0.6820276497695853,0.6497695852534562,0.663594470046083,0.6682027649769585,0.6451612903225806,0.6682027649769585,0.6543778801843319,0.6866359447004609
0.6,0.6543778801843319,0.6451612903225806,0.4377880184331797,0.6451612903225806,0.6728110599078341,0.6728110599078341,0.543778801843318,0.4377880184331797,0.4377880184331797,0.4377880184331797,0.5990783410138248,0.6543778801843319,0.6543778801843319,0.6175115207373272,0.5944700460829493,0.631336405529954,0.6728110599078341,0.6543778801843319,0.6866359447004609,0.6682027649769585,0.6866359447004609,0.6543778801843319,0.6682027649769585,0.576036866359447,0.5806451612903226,0.6267281105990783,0.5483870967741935,0.6543778801843319,0.6129032258064516,0.6589861751152074
0.7,0.6129032258064516,0.6866359447004609,0.4377880184331797,0.6682027649769585,0.6682027649769585,0.6589861751152074,0.5622119815668203,0.4377880184331797,0.4377880184331797,0.4377880184331797,0.6036866359447005,0.663594470046083,0.663594470046083,0.6129032258064516,0.6082949308755761,0.6221198156682027,0.6359447004608295,0.6866359447004609,0.6543778801843319,0.6866359447004609,0.6682027649769585,0.6820276497695853,0.6682027649769585,0.6036866359447005,0.5806451612903226,0.6267281105990783,0.5483870967741935,0.6820276497695853,0.5668202764976958,0.6405529953917051
0.7999999999999999,0.6912442396313364,0.6682027649769585,0.4377880184331797,0.6543778801843319,0.6774193548387096,0.6589861751152074,0.5714285714285714,0.4377880184331797,0.4377880184331797,0.4377880184331797,0.576036866359447,0.6543778801843319,0.6589861751152074,0.5990783410138248,0.5852534562211982,0.576036866359447,0.6451612903225806,0.6497695852534562,0.6543778801843319,0.6774193548387096,0.6451612903225806,0.6589861751152074,0.6497695852534562,0.5944700460829493,0.5806451612903226,0.6405529953917051,0.5483870967741935,0.6175115207373272,0.5483870967741935,0.6405529953917051
0.8999999999999999,0.663594470046083,0.663594470046083,0.4377880184331797,0.663594470046083,0.6497695852534562,0.6820276497695853,0.5852534562211982,0.4377880184331797,0.4377880184331797,0.4377880184331797,0.5852534562211982,0.6359447004608295,0.6497695852534562,0.5898617511520737,0.5391705069124424,0.5944700460829493,0.6267281105990783,0.6728110599078341,0.6682027649769585,0.663594470046083,0.6728110599078341,0.6405529953917051,0.6728110599078341,0.6036866359447005,0.5714285714285714,0.5944700460829493,0.543778801843318,0.6728110599078341,0.5806451612903226,0.6497695852534562
