Repair Level,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0.0,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364,0.6912442396313364
0.1,0.7004608294930875,0.6820276497695853,0.6682027649769585,0.6912442396313364,0.7004608294930875,0.6912442396313364,0.6774193548387096,0.6912442396313364,0.6820276497695853,0.7050691244239631,0.6820276497695853,0.6866359447004609,0.728110599078341,0.7004608294930875,0.7050691244239631,0.695852534562212,0.6820276497695853,0.6866359447004609,0.6728110599078341,0.6866359447004609,0.6866359447004609,0.7004608294930875,0.7142857142857143,0.6866359447004609,0.6912442396313364,0.695852534562212,0.695852534562212,0.7004608294930875,0.7004608294930875,0.7142857142857143
0.2,0.6912442396313364,0.6820276497695853,0.7004608294930875,0.6820276497695853,0.7004608294930875,0.7004608294930875,0.6912442396313364,0.695852534562212,0.6820276497695853,0.7004608294930875,0.6728110599078341,0.6912442396313364,0.7004608294930875,0.695852534562212,0.7050691244239631,0.6728110599078341,0.7096774193548387,0.695852534562212,0.6912442396313364,0.6820276497695853,0.6866359447004609,0.7096774193548387,0.6866359447004609,0.7004608294930875,0.7050691244239631,0.695852534562212,0.695852534562212,0.6774193548387096,0.6682027649769585,0.6682027649769585
0.30000000000000004,0.7096774193548387,0.7373271889400922,0.663594470046083,0.7004608294930875,0.6866359447004609,0.6866359447004609,0.6451612903225806,0.695852534562212,0.6682027649769585,0.7142857142857143,0.6682027649769585,0.7004608294930875,0.6866359447004609,0.7004608294930875,0.6728110599078341,0.695852534562212,0.6728110599078341,0.6774193548387096,0.695852534562212,0.7004608294930875,0.6912442396313364,0.7050691244239631,0.6866359447004609,0.6820276497695853,0.6820276497695853,0.695852534562212,0.695852534562212,0.7096774193548387,0.6682027649769585,0.7096774193548387
0.4,0.6866359447004609,0.6820276497695853,0.6866359447004609,0.695852534562212,0.7327188940092166,0.7235023041474654,0.6451612903225806,0.7004608294930875,0.6912442396313364,0.6820276497695853,0.6866359447004609,0.6912442396313364,0.6912442396313364,0.695852534562212,0.6774193548387096,0.7004608294930875,0.6728110599078341,0.7004608294930875,0.6682027649769585,0.7235023041474654,0.7096774193548387,0.6820276497695853,0.6774193548387096,0.6820276497695853,0.7004608294930875,0.7142857142857143,0.6912442396313364,0.6866359447004609,0.6774193548387096,0.7096774193548387
0.5,0.6774193548387096,0.7096774193548387,0.6682027649769585,0.695852534562212,0.7096774193548387,0.6820276497695853,0.6221198156682027,0.695852534562212,0.695852534562212,0.6912442396313364,0.6820276497695853,0.6912442396313364,0.7142857142857143,0.6589861751152074,0.7096774193548387,0.7004608294930875,0.6451612903225806,0.6912442396313364,0.6820276497695853,0.7142857142857143,0.6866359447004609,0.6820276497695853,0.6912442396313364,0.6682027649769585,0.695852534562212,0.7004608294930875,0.6589861751152074,0.7050691244239631,0.6359447004608295,0.695852534562212
0.6,0.663594470046083,0.6912442396313364,0.4700460829493088,0.7096774193548387,0.695852534562212,0.7096774193548387,0.663594470046083,0.4700460829493088,0.5207373271889401,0.5299539170506913,0.6820276497695853,0.7096774193548387,0.6912442396313364,0.6682027649769585,0.6866359447004609,0.6543778801843319,0.6774193548387096,0.695852534562212,0.6820276497695853,0.7188940092165899,0.7050691244239631,0.7004608294930875,0.7004608294930875,0.6682027649769585,0.5253456221198156,0.6451612903225806,0.5023041474654378,0.663594470046083,0.6728110599078341,0.7004608294930875
0.7,0.6774193548387096,0.663594470046083,0.4700460829493088,0.6589861751152074,0.6912442396313364,0.7050691244239631,0.6175115207373272,0.46543778801843316,0.5253456221198156,0.5207373271889401,0.7050691244239631,0.7142857142857143,0.7096774193548387,0.6820276497695853,0.6728110599078341,0.6405529953917051,0.6866359447004609,0.6866359447004609,0.695852534562212,0.7235023041474654,0.7142857142857143,0.6912442396313364,0.695852534562212,0.663594470046083,0.5483870967741935,0.6451612903225806,0.5161290322580645,0.6774193548387096,0.6682027649769585,0.6359447004608295
0.7999999999999999,0.6728110599078341,0.6728110599078341,0.45622119815668205,0.6589861751152074,0.6912442396313364,0.7050691244239631,0.5898617511520737,0.4423963133640553,0.5253456221198156,0.5023041474654378,0.631336405529954,0.7327188940092166,0.695852534562212,0.6497695852534562,0.6589861751152074,0.6451612903225806,0.6774193548387096,0.6728110599078341,0.7004608294930875,0.7142857142857143,0.7188940092165899,0.6866359447004609,0.7142857142857143,0.6866359447004609,0.5714285714285714,0.6682027649769585,0.5299539170506913,0.6912442396313364,0.6543778801843319,0.663594470046083
0.8999999999999999,0.6820276497695853,0.6589861751152074,0.45161290322580644,0.663594470046083,0.7050691244239631,0.6543778801843319,0.5852534562211982,0.45161290322580644,0.5299539170506913,0.511520737327189,0.6774193548387096,0.6820276497695853,0.6728110599078341,0.6359447004608295,0.6589861751152074,0.6866359447004609,0.695852534562212,0.6589861751152074,0.6774193548387096,0.728110599078341,0.6912442396313364,0.6682027649769585,0.7327188940092166,0.663594470046083,0.5345622119815668,0.6175115207373272,0.4792626728110599,0.6405529953917051,0.6589861751152074,0.6451612903225806
