Repair Level,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
0.0,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809
0.1,0.9077380952380952,0.9026785714285714,0.9122023809523809,0.9169642857142857,0.9122023809523809,0.9169642857142857,0.9122023809523809,0.9169642857142857,0.9074404761904762,0.9074404761904762,0.9122023809523809,0.9122023809523809,0.9169642857142857,0.9026785714285714,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9074404761904762,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9074404761904762,0.9077380952380952,0.9122023809523809,0.9169642857142857,0.9122023809523809,0.9169642857142857,0.9169642857142857,0.8711309523809524
0.2,0.9122023809523809,0.9029761904761905,0.9074404761904762,0.9122023809523809,0.9074404761904762,0.9169642857142857,0.9080357142857143,0.9125,0.9122023809523809,0.9026785714285714,0.9074404761904762,0.9122023809523809,0.9122023809523809,0.8452380952380952,0.9077380952380952,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.9122023809523809,0.8604166666666666,0.9077380952380952,0.9122023809523809,0.9166666666666666,0.9074404761904762,0.9077380952380952,0.9122023809523809,0.9166666666666666,0.9026785714285714,0.8672619047619048,0.9264880952380953,0.8669642857142857
0.30000000000000004,0.8550595238095238,0.9074404761904762,0.8943452380952381,0.9169642857142857,0.9122023809523809,0.8943452380952381,0.9068452380952381,0.8883928571428572,0.9175595238095238,0.9086309523809524,0.9032738095238095,0.8586309523809523,0.9026785714285714,0.8467261904761905,0.9077380952380952,0.9074404761904762,0.8541666666666667,0.9074404761904762,0.9125,0.8514880952380952,0.9122023809523809,0.9122023809523809,0.9211309523809523,0.9122023809523809,0.8901785714285715,0.8633928571428571,0.8928571428571429,0.9074404761904762,0.8550595238095238,0.93125,0.8625
0.4,0.8639880952380953,0.8979166666666667,0.8943452380952381,0.9074404761904762,0.9026785714285714,0.8946428571428572,0.9020833333333333,0.8842261904761904,0.9077380952380952,0.9041666666666667,0.8988095238095238,0.8577380952380953,0.9074404761904762,0.8020833333333334,0.9077380952380952,0.9077380952380952,0.8633928571428571,0.9029761904761905,0.9077380952380952,0.8467261904761905,0.9122023809523809,0.9074404761904762,0.9122023809523809,0.9029761904761905,0.899702380952381,0.8538690476190476,0.8928571428571429,0.9122023809523809,0.8601190476190477,0.9357142857142857,0.8452380952380952
0.5,0.8547619047619048,0.8976190476190476,0.8943452380952381,0.9125,0.9074404761904762,0.8357142857142857,0.8973214285714286,0.8797619047619047,0.9125,0.8904761904761904,0.8988095238095238,0.7860119047619047,0.9074404761904762,0.762202380952381,0.9077380952380952,0.9074404761904762,0.8633928571428571,0.9074404761904762,0.9077380952380952,0.7711309523809524,0.9074404761904762,0.9074404761904762,0.9169642857142857,0.9122023809523809,0.8949404761904762,0.800297619047619,0.9119047619047619,0.9119047619047619,0.8327380952380953,0.9267857142857143,0.8223214285714285
0.6,0.8461309523809524,0.8895833333333334,0.8943452380952381,0.8824404761904762,0.9092261904761905,0.8321428571428571,0.8476190476190476,0.8553571428571428,0.9154761904761904,0.9047619047619048,0.9044642857142857,0.7982142857142858,0.8595238095238096,0.7223214285714286,0.862797619047619,0.8913690476190477,0.8782738095238095,0.9032738095238095,0.8991071428571429,0.7616071428571428,0.8592261904761904,0.8770833333333333,0.8461309523809524,0.8354166666666667,0.8550595238095238,0.79375,0.8523809523809524,0.8354166666666667,0.8461309523809524,0.7791666666666667,0.7452380952380953
0.7,0.8505952380952381,0.8797619047619047,0.8943452380952381,0.8645833333333333,0.9092261904761905,0.8235119047619047,0.8476190476190476,0.8601190476190477,0.8928571428571429,0.8863095238095238,0.9044642857142857,0.7895833333333333,0.8639880952380952,0.6422619047619047,0.8723214285714286,0.8913690476190477,0.8735119047619048,0.9032738095238095,0.9035714285714286,0.730952380952381,0.8544642857142857,0.8773809523809524,0.8642857142857143,0.844047619047619,0.8550595238095238,0.7491071428571429,0.856845238095238,0.8354166666666667,0.8145833333333333,0.8044642857142857,0.706547619047619
0.7999999999999999,0.8107142857142857,0.874702380952381,0.8633928571428571,0.8738095238095238,0.9095238095238095,0.7464285714285714,0.7047619047619047,0.8380952380952381,0.8976190476190476,0.8726190476190476,0.8955357142857143,0.7672619047619047,0.8595238095238096,0.6375,0.7958333333333334,0.8961309523809524,0.7845238095238095,0.8988095238095238,0.9035714285714286,0.7401785714285715,0.8544642857142857,0.8821428571428571,0.7875,0.8529761904761904,0.8505952380952381,0.7175595238095238,0.8377976190476191,0.830654761904762,0.800297619047619,0.705654761904762,0.6291666666666667
0.8999999999999999,0.8017857142857143,0.8556547619047619,0.8681547619047619,0.86875,0.9095238095238095,0.7333333333333334,0.5238095238095238,0.8380952380952381,0.888095238095238,0.8818452380952381,0.9002976190476191,0.7178571428571429,0.8547619047619048,0.6375,0.7863095238095238,0.8824404761904762,0.7440476190476191,0.8889880952380953,0.9038690476190476,0.6288690476190476,0.85,0.8869047619047619,0.7741071428571429,0.8488095238095238,0.8330357142857143,0.6639880952380952,0.8375,0.8354166666666667,0.7904761904761906,0.5889880952380953,0.5303571428571429
