Repair Level,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
0.0,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526,0.8437977909940526
0.1,0.8484706881903143,0.8345794392523365,0.8436703483432455,0.839124893797791,0.8484706881903143,0.8347068819031436,0.8436703483432455,0.8483432455395072,0.8527612574341547,0.8530161427357689,0.8528887000849618,0.8437977909940526,0.8392523364485981,0.8483432455395072,0.8347068819031436,0.8392523364485981,0.8437977909940526,0.8345794392523365,0.8530161427357689,0.8574341546304163,0.8484706881903143,0.8437977909940526,0.839124893797791,0.8483432455395072,0.8530161427357689,0.8437977909940526,0.8436703483432455,0.8345794392523365,0.8483432455395072,0.8714528462192014,0.8575615972812234,0.8714528462192014
0.2,0.8437977909940526,0.8576890399320306,0.8530161427357689,0.8483432455395072,0.8389974511469839,0.8437977909940526,0.8622344944774851,0.8295242141036534,0.8667799490229396,0.8576890399320306,0.8436703483432455,0.8434154630416313,0.8569243840271878,0.8576890399320306,0.8196686491079015,0.8437977909940526,0.839124893797791,0.8484706881903143,0.8575615972812234,0.8575615972812234,0.8287595581988105,0.8436703483432455,0.8482158028887001,0.8575615972812234,0.8484706881903143,0.8437977909940526,0.8204333050127443,0.8439252336448598,0.8254885301614274,0.8482158028887001,0.8623619371282922,0.8619796091758709
0.30000000000000004,0.8613423959218351,0.8443075615972813,0.816142735768904,0.8392523364485981,0.8435429056924384,0.839124893797791,0.8436703483432455,0.8335598980458794,0.8479609175870858,0.8436703483432455,0.8713254035683942,0.8478334749362787,0.8751062022090059,0.8483432455395072,0.8372132540356839,0.8439252336448598,0.8619796091758709,0.8109600679694138,0.8660152931180969,0.87107051826678,0.8278674596431606,0.852124044180119,0.8567969413763806,0.8619796091758709,0.8441801189464742,0.8571792693288021,0.866142735768904,0.839124893797791,0.8528887000849618,0.8196686491079015,0.8252336448598131,0.8617247238742566
0.4,0.8662701784197111,0.8485981308411215,0.8387425658453695,0.8483432455395072,0.8665250637213254,0.8485981308411215,0.8574341546304163,0.8617247238742566,0.8435429056924384,0.8299065420560747,0.8345794392523365,0.857051826677995,0.8844519966015293,0.8619796091758709,0.804375531011045,0.8484706881903143,0.8479609175870858,0.7921410365335599,0.8660152931180969,0.8666525063721325,0.7767204757858963,0.8429056924384027,0.8519966015293118,0.8388700084961767,0.8533984706881903,0.8663976210705182,0.8800339847068819,0.8299065420560747,0.8482158028887001,0.8201784197111299,0.8434154630416313,0.7785046728971963
0.5,0.8706881903143585,0.8533984706881903,0.8206881903143586,0.8205607476635515,0.8434154630416313,0.8392523364485981,0.8482158028887001,0.824214103653356,0.8849617672047578,0.8575615972812234,0.8436703483432455,0.8430331350892099,0.8935429056924384,0.8479609175870858,0.7716652506372133,0.8485981308411215,0.8527612574341547,0.7827952421410366,0.8751062022090059,0.8663976210705182,0.7855564995751911,0.8429056924384027,0.8519966015293118,0.8434154630416313,0.858071367884452,0.8526338147833474,0.8238317757009346,0.8208156329651657,0.8530161427357689,0.778249787595582,0.8477060322854715,0.7878504672897196
0.6,0.856159728122345,0.8443075615972813,0.7294817332200509,0.8796516567544606,0.8239592183517417,0.851231945624469,0.7392098555649957,0.8091758708581138,0.861214953271028,0.8603228547153781,0.8229396771452846,0.8290144435004247,0.8833050127442651,0.8381053525913339,0.7013169073916738,0.8559048428207306,0.866142735768904,0.8045029736618522,0.8425233644859813,0.833305012744265,0.743500424808836,0.8373406966864911,0.8513593882752761,0.8023789294817332,0.8393797790994053,0.8564146134239592,0.8194137638062872,0.8523789294817332,0.8204333050127443,0.8090484282073067,0.7505947323704334,0.7128292268479184
0.7,0.8423959218351742,0.8256159728122345,0.6830076465590484,0.8749787595581988,0.8614698385726423,0.8326677994902294,0.678589634664401,0.8047578589634665,0.8430331350892099,0.8464316057774002,0.8046304163126593,0.8339422259983007,0.8694137638062872,0.8382327952421411,0.6121495327102804,0.8562871707731521,0.8704333050127443,0.8091758708581138,0.8469413763806287,0.847196261682243,0.6734069668649107,0.828249787595582,0.8331775700934579,0.8158878504672897,0.8485981308411215,0.847196261682243,0.8285046728971963,0.8660152931180969,0.8435429056924384,0.7390824129141886,0.7320305862361938,0.6892098555649957
0.7999999999999999,0.8231945624468989,0.8393797790994053,0.594732370433305,0.8706881903143585,0.8151231945624469,0.8326677994902294,0.6319881053525913,0.7999575191163977,0.8427782497875955,0.8648683092608327,0.8278674596431606,0.8101954120645709,0.8415038232795242,0.8334324553950723,0.5982582837723025,0.8234494477485133,0.8567969413763806,0.7481733220050977,0.8465590484282073,0.8286321155480034,0.6682242990654206,0.7997026338147833,0.8276125743415463,0.7974511469838572,0.8624893797790993,0.8196686491079015,0.8192863211554801,0.8571792693288021,0.8206881903143586,0.6689889549702634,0.6438827527612574,0.6467714528462192
0.8999999999999999,0.8185216652506372,0.8305437553101105,0.5334749362786746,0.8519966015293118,0.8335598980458794,0.828249787595582,0.566694987255735,0.8234494477485133,0.8334324553950723,0.8279949022939677,0.8183942225998301,0.8009770603228548,0.8649957519116398,0.8059048428207307,0.560875106202209,0.8095581988105353,0.8567969413763806,0.7015717926932881,0.8183942225998301,0.8375955819881054,0.5982582837723025,0.7951571792693288,0.8230671197960917,0.7694137638062872,0.8488530161427358,0.8238317757009346,0.8098130841121496,0.8569243840271878,0.8205607476635515,0.57982158028887,0.5831350892098556,0.5674596431605777
