Repair Level,﻿Gender,Age_at_diagonsis,Race,IDH1,TP53,ATRX,PTEN,EGFR,CIC,MUC16,PIK3CA,NF1,PIK3R1,FUBP1,RB1,NOTCH1,BCOR,CSMD3,SMARCA4,GRIN2A,IDH2,FAT4,PDGFRA
0.0,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848,0.8368382171878848
0.1,0.8336124107362719,0.8130755971435607,0.8400640236394976,0.8028071903472052,0.8189362226052697,0.8253878355084954,0.8412459985225313,0.8374292046294016,0.8336124107362719,0.8374292046294016,0.8336124107362719,0.8374292046294016,0.8309775917261758,0.8253878355084954,0.8297956168431421,0.8394730361979807,0.8342033981777888,0.827160797833046,0.8292046294016252,0.8259788229500122,0.827751785274563,0.8233440039399162,0.8336124107362719
0.2,0.8292046294016252,0.7963555774439793,0.8412459985225313,0.8213001723713371,0.8157104161536568,0.833021423294755,0.8297956168431421,0.8207091849298203,0.811893622260527,0.8265698103915292,0.8227530164983994,0.821891159812854,0.827751785274563,0.8004432405811377,0.8392021669539522,0.8297956168431421,0.8213001723713371,0.8259788229500122,0.8215710416153656,0.8180743659197243,0.7975375523270131,0.8136665845850776,0.8130755971435607
0.30000000000000004,0.8509234178773701,0.7758187638512681,0.8303866042846589,0.7717311007141099,0.8297956168431421,0.7930805220389067,0.8136665845850776,0.7963555774439793,0.7769514897808422,0.8297956168431421,0.8406550110810145,0.8013543462201428,0.8227530164983994,0.7757695148978084,0.7931297709923664,0.7954444718049741,0.8412459985225313,0.8283427727160798,0.7986702782565871,0.8051711401132726,0.7995813838955922,0.8148485594681113,0.8116227530164983
0.4,0.8394730361979807,0.7602807190347205,0.8163014035951737,0.7640975129278502,0.7945826151194287,0.7974883033735534,0.7937207584338832,0.7808175326274316,0.7643191332184192,0.8412459985225313,0.8347943856193056,0.819256340802758,0.8259788229500122,0.7590494951982271,0.7999015020930805,0.761684314208323,0.8526963802019207,0.8412459985225313,0.8221620290568825,0.8013543462201428,0.7981285397685299,0.8116227530164983,0.8025363211031766
0.5,0.8438808175326274,0.7423787244521054,0.8157104161536568,0.7831814823934992,0.8068948534843634,0.7584585077567102,0.7852253139620783,0.7705491258310762,0.7566855454321596,0.8195272100467865,0.7983994090125585,0.8178034966756956,0.8130755971435607,0.7766313715833538,0.8016744644176311,0.7784043339079045,0.8353853730608225,0.827751785274563,0.8095296724944595,0.7831814823934992,0.7432898300911106,0.7937207584338832,0.7993105146515637
0.6,0.8503324304358533,0.7300664860871706,0.8165722728392022,0.7265698103915292,0.7819502585570057,0.7657719773454814,0.7635065254863334,0.7585570056636297,0.7229253878355084,0.8016252154641714,0.8068948534843634,0.7767298694902733,0.8098497906919477,0.7968973159320365,0.7670524501354345,0.7252893376015759,0.821891159812854,0.8016252154641714,0.8080768283673971,0.7723220881556268,0.7632356562423048,0.7814085200689486,0.7755478946072396
0.7,0.8611918246737257,0.6793154395469096,0.8242058606254618,0.7183452351637527,0.7857670524501355,0.7637281457769023,0.7177542477222358,0.7547402117704999,0.7135188377246984,0.8124846097020438,0.7998522531396208,0.7253878355084955,0.7957645900024625,0.7331937946318641,0.7623737995567594,0.7264713124846097,0.8450627924156612,0.7931297709923664,0.8139374538291061,0.7556020684560453,0.7435606993351391,0.7814085200689486,0.754149224328983
0.7999999999999999,0.8400640236394976,0.6881310022162029,0.7922186653533613,0.6735040630386604,0.7760896330952967,0.7346466387589263,0.7072149716818518,0.7353853730608224,0.6950258557005664,0.8259788229500122,0.7978084215710416,0.7547402117704999,0.8174833784782074,0.699433637035213,0.718665353361241,0.7487318394484117,0.8365673479438562,0.7687761635065256,0.8048510219157843,0.737158335385373,0.7001723713371091,0.7629155380448165,0.7309775917261758
0.8999999999999999,0.8450627924156612,0.6655503570549126,0.8030780595912337,0.5992612656981039,0.7435114503816793,0.6970696872691455,0.6476483624722975,0.6843634572765329,0.6688992858901748,0.8174833784782074,0.7881310022162029,0.6755478946072395,0.7893129770992366,0.6938438808175327,0.7057621275547894,0.7017975868012805,0.8128047278995321,0.7887219896577198,0.7799064269884265,0.6995813838955922,0.6960847081999508,0.7658704752524008,0.6983994090125585
0.9999999999999999,0.8157104161536568,0.6904949519822704,0.799261265698104,0.5605515882787491,0.7529180004924896,0.6236887466141344,0.6517852745629156,0.6339325289337602,0.6307313469588771,0.8098497906919477,0.790174833784782,0.6620536813592711,0.821891159812854,0.6489534597389806,0.6682344250184684,0.723196257079537,0.8303866042846589,0.7417877370105885,0.7672740704260035,0.6872691455306574,0.6417877370105886,0.7485594681113026,0.7565131740950505
