Repair Level,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence,property_magnitude,age_cat,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
0.0,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937,0.6600321162947937
0.1,0.6615956727518594,0.6664976335361731,0.6535665990534145,0.6278735632183908,0.6484533468559838,0.6572853279242732,0.64591784989858,0.6664976335361731,0.6382691007437458,0.65513015551048,0.6692444219066938,0.6514114266396214,0.6600321162947937,0.6649340770791075,0.6480730223123732,0.6294371196754563,0.6600321162947937,0.6621872887085869,0.6431710615280595,0.6388607167004733
0.2,0.6174780256930359,0.6312119675456389,0.66434246112238,0.6098292765382014,0.6143509127789046,0.6496365787694388,0.65513015551048,0.6600321162947937,0.6447346179851251,0.6523833671399595,0.6572853279242732,0.6664976335361731,0.6508198106828939,0.65513015551048,0.6610040567951319,0.6162947937795809,0.6566937119675456,0.6257183908045978,0.6447346179851251,0.65513015551048
0.30000000000000004,0.6113928329952671,0.631000676132522,0.6486646382691008,0.5823613928329953,0.6021805273833671,0.6349306964164976,0.6523833671399595,0.653946923597025,0.6294371196754563,0.6508198106828939,0.653946923597025,0.6523833671399595,0.6039553752535497,0.6633705206220419,0.6441430020283976,0.5906017579445572,0.6523833671399595,0.6408045977011494,0.6306203515889115,0.6404242731575389
0.4,0.5994337390128466,0.5994337390128466,0.6468897903989181,0.5709939148073022,0.5994337390128466,0.6202248140635565,0.6165060851926978,0.6474814063556458,0.6435513860716701,0.65513015551048,0.6441430020283976,0.6388607167004733,0.6664976335361731,0.66434246112238,0.6659060175794456,0.5507944557133198,0.6425794455713321,0.6555104800540906,0.6523833671399595,0.6315922920892495
0.5,0.6108012170385395,0.5896298174442192,0.6523833671399595,0.5541328600405679,0.5825726842461123,0.6370858688302907,0.6349306964164976,0.6431710615280595,0.6245351588911426,0.6584685598377282,0.6447346179851251,0.621999661933739,0.6435513860716701,0.652974983096687,0.6327755240027045,0.5578515889114266,0.6137592968221771,0.6288455037187288,0.6398326572008113,0.6337474645030425
0.6,0.5731490872210954,0.5908130493576741,0.6425794455713321,0.5611899932386748,0.5559077079107505,0.6186612576064908,0.6419878296146044,0.6398326572008113,0.6015889114266396,0.6447346179851251,0.6425794455713321,0.6192528735632183,0.6337474645030425,0.6364942528735633,0.6431710615280595,0.5403989181879648,0.6361139283299526,0.6239435429344151,0.6272819472616633,0.6076741041244084
0.7,0.5529496281271129,0.5939401622718052,0.6447346179851251,0.5366801893171061,0.5706135902636917,0.631000676132522,0.6186612576064908,0.6370858688302907,0.6239435429344151,0.65513015551048,0.6284651791751183,0.6355223123732252,0.6266903313049358,0.6533553076402976,0.6251267748478702,0.5201994590939825,0.6168864097363083,0.6157031778228532,0.653946923597025,0.6451149425287357
0.7999999999999999,0.5578515889114266,0.5531609195402298,0.6343390804597702,0.499028059499662,0.5519776876267748,0.5929682217714671,0.6170977011494253,0.6192528735632183,0.6194219066937119,0.6594405003380663,0.6343390804597702,0.6094489519945909,0.6113928329952671,0.6533553076402976,0.6094489519945909,0.5027467883705206,0.6039553752535497,0.6004056795131847,0.6392410412440839,0.6159144692359703
0.8999999999999999,0.5137339418526031,0.5684584178498986,0.5984617985125085,0.5137339418526031,0.5470757268424611,0.6070824881676808,0.6284651791751183,0.65513015551048,0.5878549695740365,0.6563133874239351,0.6343390804597702,0.6266903313049358,0.6157031778228532,0.6386494252873564,0.6272819472616633,0.5098039215686274,0.6376774847870182,0.608054428668019,0.6349306964164976,0.6021805273833671
0.9999999999999999,0.5027467883705206,0.5608096686950642,0.5963066260987153,0.49843644354293437,0.5351166328600405,0.5745436105476673,0.6196331981068289,0.6290567951318458,0.6090263691683571,0.643762677484787,0.6478617308992562,0.622971602434077,0.6255070993914806,0.6337474645030425,0.6376774847870182,0.5,0.6061105476673427,0.5906017579445572,0.6266903313049358,0.5978701825557808
