Repair Level,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence,property_magnitude,age_cat,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
0.0,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313,0.6189148073022313
0.1,0.6189148073022313,0.6247887085868831,0.6216615956727518,0.6181118999323867,0.6492985125084516,0.6134212305611899,0.6091108857336038,0.6085192697768762,0.6124492900608519,0.6042089249492901,0.6189148073022313,0.5851926977687627,0.6173512508451656,0.6210699797160244,0.6118576741041244,0.6220419202163624,0.6244083840432725,0.6183231913455037,0.6140128465179175,0.6253803245436105
0.2,0.603025693035835,0.6443965517241379,0.6228448275862069,0.5828262339418526,0.5796991210277215,0.6161680189317107,0.5944050033806626,0.6063640973630832,0.6195064232589587,0.6073360378634212,0.5998985801217038,0.5944050033806626,0.6210699797160244,0.6183231913455037,0.602053752535497,0.6169286680189316,0.6008705206220419,0.6230138607167005,0.6259719405003381,0.6149847870182555
0.30000000000000004,0.6134212305611899,0.6036173089925625,0.6185344827586207,0.6112660581473969,0.5859956051386072,0.6324374577417173,0.6053921568627452,0.6159567275185936,0.6091108857336038,0.6177315753887762,0.6167596348884381,0.6026453684922244,0.6210699797160244,0.6134212305611899,0.623816768086545,0.5847701149425287,0.5975321162947937,0.6328177822853279,0.6195064232589587,0.6410581473968897
0.4,0.6192951318458417,0.5953769438810007,0.6069557133198107,0.5545977011494253,0.6120689655172413,0.647523664638269,0.5704868154158215,0.6002789046653144,0.6296906693711968,0.6112660581473969,0.6004901960784313,0.6026453684922244,0.5961798512508452,0.5944050033806626,0.6102941176470589,0.5927991886409736,0.5953769438810007,0.6024340770791075,0.614604462474645,0.6536088573360379
0.5,0.612237998647735,0.5889114266396214,0.6065753887762001,0.590474983096687,0.6007014874915484,0.6275354969574036,0.6275354969574036,0.6128296146044625,0.6053921568627452,0.6073360378634212,0.6406778228532792,0.5955882352941176,0.6048005409060175,0.6036173089925625,0.5912778904665315,0.5635987153482083,0.5975321162947937,0.6328177822853279,0.5934330628803246,0.624577417173766
0.6,0.5624154834347532,0.5724306964164976,0.5983350236646383,0.5575557809330629,0.5879394861392833,0.590474983096687,0.6063640973630832,0.6138015551048005,0.6524256254225829,0.590474983096687,0.6324374577417173,0.6167596348884381,0.6167596348884381,0.6226335361730899,0.6324374577417173,0.5939824205544286,0.5775439486139283,0.6181118999323867,0.5900946585530764,0.6681034482758621
0.7,0.5820233265720081,0.5788962136578769,0.6059837728194726,0.5657961460446248,0.579107505070994,0.5887001352265044,0.581262677484787,0.6014621365787695,0.6051808654496281,0.568923258958756,0.5944050033806626,0.633029073698445,0.603236984448952,0.6232251521298174,0.6026453684922244,0.5977011494252874,0.5861646382691008,0.5853617308992562,0.5836291413116971,0.5953769438810007
0.7999999999999999,0.5330037187288709,0.568500676132522,0.5955882352941176,0.5863759296822177,0.5922498309668695,0.5712474645030425,0.6091108857336038,0.5953769438810007,0.603025693035835,0.6067444219066938,0.6053921568627452,0.6269438810006762,0.6100828262339418,0.6259719405003381,0.6097025016903312,0.5694726166328601,0.5769523326572008,0.6288877620013522,0.6200980392156863,0.6049695740365111
0.8999999999999999,0.5575135226504395,0.5600490196078431,0.6151960784313726,0.603236984448952,0.5922498309668695,0.5500760649087221,0.5702755240027045,0.5622464503042597,0.6312542258282623,0.5987153482082488,0.6081389452332657,0.635184246112238,0.5959685598377282,0.623816768086545,0.6112660581473969,0.5351588911426639,0.5969405003380663,0.6104631507775524,0.6075473292765382,0.5814317106152807
0.9999999999999999,0.5094658553076403,0.5486815415821501,0.6222532116294794,0.5787271805273834,0.5687119675456389,0.5706558485463151,0.6024340770791075,0.5895030425963489,0.6165483434753212,0.5671484110885734,0.5593306288032455,0.6198867478025692,0.6014621365787695,0.6118576741041244,0.5753887762001353,0.5471179851250845,0.560682893847194,0.6104631507775524,0.5879394861392833,0.5937711291413117
