Repair Level,﻿WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,SQFT,BEDROOMS,SHIPMONTH,WGTADJ,CONTROL,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
0.0,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771,0.814179818268771
0.1,0.8163558106169297,0.811740793878527,0.814179818268771,0.8139406982305117,0.814179818268771,0.8109756097560976,0.814155906264945,0.811740793878527,0.8139406982305117,0.8171209947393592,0.81025824964132,0.802725968436155,0.8095408895265424,0.8153993304638929,0.8118603538976567,0.8185796269727403,0.8105212816834051,0.8112625538020086,0.8124820659971306,0.8100430416068867,0.8156384505021521,0.8176231468197035,0.8061453849832616,0.8124581539933047,0.8146819703491153,0.8120038259206122,0.8127211860353898
0.2,0.7778813964610234,0.8130798660927786,0.814179818268771,0.8109995217599235,0.814179818268771,0.8229555236728838,0.8165710186513631,0.8136776661884266,0.8120038259206122,0.8175992348158776,0.8004543280726926,0.7802486848397896,0.7571736011477762,0.8166188426590149,0.8058823529411765,0.8190578670492588,0.8035389765662362,0.8113582018173122,0.809660449545672,0.8045193687230989,0.8001195600191295,0.8003825920612148,0.8074605451936873,0.8100191296030608,0.807197513151602,0.8142754662840745,0.8127211860353898
0.30000000000000004,0.7269249163079866,0.8004065040650407,0.814179818268771,0.8209469153515064,0.814179818268771,0.8151123864179819,0.8133907221425155,0.8047345767575322,0.814466762314682,0.820779531324725,0.7762553802008608,0.7653993304638929,0.7013629842180775,0.818077474892396,0.7878766140602582,0.8170970827355333,0.8074605451936873,0.8028455284552846,0.8038020086083214,0.8079387852702056,0.8106408417025347,0.8103778096604495,0.8034194165471067,0.8152558584409373,0.8074605451936873,0.8016977522716404,0.8155188904830224
0.4,0.7008369201339072,0.7846006695361072,0.814179818268771,0.8138689622190339,0.814179818268771,0.821712099473936,0.8148254423720708,0.8022955523672883,0.8066475370636059,0.8195600191296031,0.7492826398852224,0.7390961262553802,0.6714012434241989,0.8175753228120517,0.7352223816355811,0.8058584409373506,0.8001673840267814,0.8006695361071258,0.7965805834528934,0.7973218555714969,0.8082257293161167,0.8050693448110952,0.7968197034911526,0.8052606408417026,0.7953849832615973,0.8063605930176949,0.8047584887613581
0.5,0.6818268770923004,0.7863701578192253,0.814179818268771,0.8131276901004304,0.814179818268771,0.8150884744141559,0.8158058345289335,0.7925394548063127,0.7983739837398374,0.8234576757532281,0.7088713534194165,0.7208512673362029,0.639454806312769,0.8085604973696796,0.698206599713056,0.8095408895265424,0.789765662362506,0.7910569105691057,0.7941415590626495,0.7992826398852224,0.7919655667144907,0.7902439024390244,0.7990435198469632,0.802080344332855,0.7922525107604017,0.8027020564323291,0.7974414155906264
0.6,0.5423959827833572,0.7888091822094692,0.814179818268771,0.7354375896700143,0.814179818268771,0.726518412242946,0.7381157340985174,0.6436154949784791,0.6855093256814921,0.7218316594930655,0.7062410329985653,0.6674557627929221,0.5982544237207078,0.7407221425155428,0.5458393113342899,0.7461023433763749,0.7797226207556194,0.786417981826877,0.7951219512195122,0.8017216642754663,0.7890483022477284,0.7890483022477284,0.7793400286944046,0.8052845528455285,0.7832137733142037,0.7890722142515543,0.8091822094691535
0.7,0.5187470109995218,0.7525107604017216,0.814179818268771,0.7417981826877093,0.814179818268771,0.71869918699187,0.7393352462936393,0.6443567670970828,0.677714012434242,0.7230511716881874,0.678287900526064,0.6365136298421807,0.5799617407938785,0.7334050693448111,0.53194643711143,0.7302247728359637,0.7875418460066954,0.7647058823529411,0.7749402199904352,0.7670970827355332,0.787063605930177,0.7792682926829269,0.7489239598278336,0.8023672883787661,0.7764705882352941,0.7583692013390722,0.808727881396461
0.7999999999999999,0.5099952175992348,0.7561932089909135,0.814179818268771,0.7315399330463892,0.814179818268771,0.7162123385939742,0.7427307508369201,0.6114299378287901,0.6667384026781444,0.7230750836920135,0.6327594452415113,0.5713055954088953,0.5575322812051651,0.7365853658536585,0.5099952175992348,0.7287661406025825,0.7966044954567193,0.762051649928264,0.7798421807747489,0.7524868483978957,0.7902678144428503,0.7783357245337159,0.7481587757054041,0.7927068388330942,0.7603538976566236,0.7449306551889048,0.7719273075083692
0.8999999999999999,0.5,0.7069105691056911,0.814179818268771,0.7210186513629842,0.814179818268771,0.7218316594930656,0.7302486848397896,0.5984935437589669,0.659923481587757,0.7235533237685319,0.6114299378287901,0.5388330942132951,0.5560736489717839,0.7148732663797226,0.5041367766618843,0.7195121951219512,0.7558584409373506,0.7201578192252511,0.7473935915829746,0.7417981826877093,0.7532281205164992,0.7524868483978957,0.7413199426111908,0.7700382592061215,0.7271879483500717,0.760569105691057,0.7849115255858441
0.9999999999999999,0.5,0.6823051171688188,0.814179818268771,0.7193208990913439,0.814179818268771,0.7257054041128647,0.7182687709230033,0.594595887135342,0.6438307030129125,0.7274509803921569,0.5898613103778096,0.5055954088952654,0.5460784313725491,0.7148732663797226,0.5026781444285031,0.720755619320899,0.7871592539454806,0.6960306073648972,0.7598517455762793,0.753012912482066,0.7636776661884266,0.7431850789096126,0.6933046389287423,0.736441893830703,0.7220946915351507,0.7412721186035389,0.7760879961740794
