Repair Level,﻿WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,SQFT,BEDROOMS,SHIPMONTH,WGTADJ,CONTROL,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
0.0,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8141304347826087
0.1,0.8260869565217391,0.8119565217391305,0.8141304347826087,0.8141304347826087,0.8141304347826087,0.8097826086956522,0.8130434782608695,0.8119565217391305,0.8141304347826087,0.8173913043478261,0.8097826086956522,0.8043478260869565,0.8206521739130435,0.8152173913043478,0.8173913043478261,0.8184782608695652,0.8108695652173913,0.8119565217391305,0.8130434782608695,0.8108695652173913,0.8152173913043478,0.8184782608695652,0.8076086956521739,0.8119565217391305,0.8152173913043478,0.8130434782608695,0.8130434782608695
0.2,0.7945652173913044,0.8184782608695652,0.8141304347826087,0.8108695652173913,0.8141304347826087,0.8217391304347826,0.8141304347826087,0.8130434782608695,0.8130434782608695,0.8173913043478261,0.7989130434782609,0.782608695652174,0.7771739130434783,0.816304347826087,0.8173913043478261,0.8184782608695652,0.808695652173913,0.816304347826087,0.8152173913043478,0.8097826086956522,0.8054347826086956,0.8065217391304348,0.8130434782608695,0.8097826086956522,0.8119565217391305,0.8184782608695652,0.8130434782608695
0.30000000000000004,0.75,0.8076086956521739,0.8141304347826087,0.8173913043478261,0.8141304347826087,0.8130434782608695,0.8108695652173913,0.808695652173913,0.816304347826087,0.8206521739130435,0.775,0.7706521739130435,0.7293478260869565,0.8173913043478261,0.8032608695652174,0.816304347826087,0.8130434782608695,0.8097826086956522,0.8097826086956522,0.8130434782608695,0.816304347826087,0.8152173913043478,0.8141304347826087,0.8195652173913044,0.8130434782608695,0.8119565217391305,0.8206521739130435
0.4,0.7271739130434782,0.7956521739130434,0.8141304347826087,0.8108695652173913,0.8141304347826087,0.8195652173913044,0.8108695652173913,0.8065217391304348,0.808695652173913,0.8195652173913044,0.7445652173913043,0.7489130434782608,0.7043478260869566,0.816304347826087,0.7576086956521739,0.8054347826086956,0.8076086956521739,0.808695652173913,0.8076086956521739,0.808695652173913,0.8152173913043478,0.8130434782608695,0.8076086956521739,0.8108695652173913,0.8076086956521739,0.8173913043478261,0.8097826086956522
0.5,0.7108695652173913,0.8,0.8141304347826087,0.8097826086956522,0.8141304347826087,0.8119565217391305,0.8119565217391305,0.7978260869565217,0.8021739130434783,0.8228260869565217,0.7010869565217391,0.7347826086956522,0.6760869565217391,0.808695652173913,0.7271739130434782,0.8097826086956522,0.8021739130434783,0.8065217391304348,0.8054347826086956,0.8108695652173913,0.8043478260869565,0.8021739130434783,0.8108695652173913,0.8076086956521739,0.8065217391304348,0.8141304347826087,0.8032608695652174
0.6,0.5902173913043478,0.8021739130434783,0.8141304347826087,0.7565217391304347,0.8141304347826087,0.7423913043478261,0.758695652173913,0.6804347826086956,0.7152173913043478,0.7467391304347826,0.7010869565217391,0.6771739130434783,0.6402173913043478,0.7576086956521739,0.5945652173913043,0.7630434782608696,0.7913043478260869,0.8021739130434783,0.8065217391304348,0.8130434782608695,0.8021739130434783,0.8021739130434783,0.7956521739130434,0.8119565217391305,0.7978260869565217,0.8032608695652174,0.8152173913043478
0.7,0.5695652173913044,0.7717391304347826,0.8141304347826087,0.7630434782608696,0.8141304347826087,0.7347826086956522,0.7597826086956522,0.6815217391304348,0.7086956521739131,0.7478260869565218,0.6695652173913044,0.6510869565217391,0.6239130434782608,0.7510869565217392,0.5826086956521739,0.7478260869565218,0.7989130434782609,0.782608695652174,0.7913043478260869,0.782608695652174,0.7989130434782609,0.7923913043478261,0.7717391304347826,0.8097826086956522,0.7956521739130434,0.7771739130434783,0.816304347826087
0.7999999999999999,0.5630434782608695,0.7760869565217391,0.8141304347826087,0.7532608695652174,0.8141304347826087,0.7304347826086957,0.7619565217391304,0.6521739130434783,0.6989130434782609,0.7489130434782608,0.6217391304347826,0.5891304347826087,0.6043478260869565,0.7543478260869565,0.5630434782608695,0.7467391304347826,0.808695652173913,0.7815217391304348,0.7967391304347826,0.7706521739130435,0.8032608695652174,0.7934782608695652,0.7695652173913043,0.8054347826086956,0.7804347826086957,0.7641304347826087,0.7847826086956522
0.8999999999999999,0.5543478260869565,0.7315217391304348,0.8141304347826087,0.7423913043478261,0.8141304347826087,0.7358695652173913,0.7489130434782608,0.6402173913043478,0.6934782608695652,0.7489130434782608,0.5978260869565217,0.5695652173913044,0.6032608695652174,0.7347826086956522,0.5576086956521739,0.7391304347826086,0.7717391304347826,0.7467391304347826,0.7673913043478261,0.7630434782608696,0.7717391304347826,0.7706521739130435,0.7630434782608696,0.7858695652173913,0.7510869565217392,0.7793478260869565,0.7989130434782609
