Repair Level,﻿Gender,Age_at_diagonsis,Primary_Diagnosis,Race,IDH1,TP53,ATRX,PTEN,EGFR,CIC,MUC16,PIK3CA,NF1,PIK3R1,FUBP1,RB1,NOTCH1,BCOR,CSMD3,SMARCA4,GRIN2A,IDH2,FAT4,PDGFRA
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1,0.9888490641178813,0.9691358024691358,0.9783950617283951,0.9805356431700518,0.9888490641178813,0.9907407407407407,0.989794902429311,0.9783950617283951,0.9805356431700518,0.9715252887295898,0.989794902429311,0.9907407407407407,0.9783950617283951,0.9876543209876543,0.9696336121067304,0.9783950617283951,0.9637096774193549,0.9746117084826762,0.9888490641178813,0.9625149342891278,0.9681899641577061,0.9535045798486659,0.974362803663879,0.9814814814814815
0.2,0.9826762246117084,0.9518120270808443,0.9444444444444444,0.974362803663879,0.9755575467941059,0.9765033851055357,0.957536837913182,0.9548984468339307,0.9783950617283951,0.9402130625248905,0.9876543209876543,0.9691358024691358,0.9814814814814815,0.9783950617283951,0.9392672242134608,0.9691358024691358,0.9274193548387096,0.966547192353644,0.9786439665471923,0.9432994822779769,0.9691358024691358,0.9100955794504182,0.9712763839107925,0.9589307048984468
0.30000000000000004,0.979589804858622,0.9354340900039825,0.8950617283950617,0.9537037037037037,0.9463859020310633,0.9591796097172441,0.9380724810832338,0.9354340900039825,0.9651035444046197,0.894663480684986,0.9620171246515332,0.9567901234567902,0.952757865392274,0.9774492234169654,0.8977499004380725,0.9506172839506173,0.8818697729988052,0.947331740342493,0.9634607726005575,0.9095977698128236,0.9320987654320988,0.8806750298685783,0.9620171246515332,0.9351851851851852
0.4,0.9570390282755874,0.9036240541616886,0.8827160493827161,0.9434986061330147,0.9330943847072879,0.9511150935882119,0.8944145758661888,0.9271206690561529,0.9508661887694145,0.857178414974114,0.9845679012345679,0.962962962962963,0.9589307048984468,0.9558442851453605,0.828952608522501,0.9259259259259259,0.8517522899243329,0.9321485463958582,0.957536837913182,0.8832636399840701,0.8981481481481481,0.8372660294703305,0.9465850258861012,0.9157208283552369
0.5,0.9632118677817603,0.8955595380326563,0.8117283950617284,0.9465850258861012,0.9039227399442453,0.9245320589406612,0.9067602548785345,0.9271206690561529,0.9249800876144962,0.8360712863401035,0.9845679012345679,0.9363799283154122,0.9209478295499801,0.9434986061330147,0.8484169653524493,0.8981481481481481,0.8182994822779769,0.9169653524492234,0.9492234169653524,0.816358024691358,0.9064615690959777,0.7997809637594584,0.9434986061330147,0.8827160493827161
0.6,0.9622660294703306,0.8922242134607726,0.787037037037037,0.9342393468737555,0.9060633213859021,0.9155217045001991,0.8652429311031462,0.8798785344484269,0.9116885702907208,0.7824571883711668,0.9558442851453605,0.9311529271206691,0.9209478295499801,0.9200019912385504,0.7755874153723616,0.8354739147749901,0.7618478693747511,0.8887395459976105,0.922889287136599,0.8287037037037037,0.8447331740342493,0.7495021903624054,0.9095479888490641,0.8549382716049383
0.7,0.9418558343289526,0.8525985663082437,0.7283950617283951,0.9240342493030665,0.8491138988450817,0.9155217045001991,0.8450816407805655,0.8478195937873357,0.8860513739545998,0.7471127041019514,0.9404121863799283,0.9240342493030665,0.8869972122660295,0.9188072481083234,0.6996714456391876,0.8549382716049383,0.7386001592990841,0.8877937076861808,0.9247809637594584,0.7914675428116289,0.808641975308642,0.7023098367184388,0.9104938271604939,0.8209876543209876
0.7999999999999999,0.9480286738351255,0.8115292712066906,0.6574074074074074,0.904320987654321,0.8031162883313421,0.8905814416567105,0.8026184786937476,0.8143667861409797,0.8848566308243728,0.7110712863401035,0.9342393468737555,0.9002887295898049,0.8879430505774591,0.9064615690959777,0.6648247710075668,0.798436877737953,0.6681600955794504,0.8633512544802867,0.9300079649542015,0.7255077658303465,0.7768319394663481,0.6709976105137395,0.8827160493827161,0.8055555555555556
0.8999999999999999,0.9532556750298686,0.7970430107526882,0.5895061728395061,0.8910294703305456,0.699920350457985,0.8735065710872163,0.7701115093588211,0.7279470330545599,0.8573277578653923,0.6465551573078455,0.9311529271206691,0.9166666666666666,0.8551871764237355,0.8983970529669454,0.5701911589008363,0.7675726802070888,0.5865690959776981,0.8230286738351255,0.8763938669852649,0.7010653126244524,0.7314814814814814,0.600557546794106,0.8601652727996814,0.7685185185185185
0.9999999999999999,0.9337913181999203,0.7621465551573079,0.5,0.8981481481481481,0.5815412186379928,0.8704201513341299,0.7233671843886897,0.7208283552369574,0.8625547590601355,0.529868578255675,0.9363799283154122,0.8919753086419753,0.8397550776583035,0.8888888888888888,0.5,0.7314814814814814,0.5,0.8192453205894066,0.8903823178016727,0.64889486260454,0.6851851851851851,0.5,0.8271604938271605,0.7274492234169654
