Repair Level,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence,property_magnitude,age,age_cat,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
0.0,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012
0.1,0.6976047904191617,0.6826347305389222,0.7005988023952096,0.7095808383233533,0.6676646706586826,0.7155688622754491,0.6916167664670658,0.6856287425149701,0.7005988023952096,0.7095808383233533,0.7065868263473054,0.7065868263473054,0.7005988023952096,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7155688622754491,0.6916167664670658,0.7035928143712575,0.7005988023952096,0.7095808383233533
0.2,0.688622754491018,0.6646706586826348,0.7065868263473054,0.688622754491018,0.6616766467065869,0.6946107784431138,0.6976047904191617,0.7005988023952096,0.7095808383233533,0.6826347305389222,0.6916167664670658,0.7095808383233533,0.7125748502994012,0.7035928143712575,0.6976047904191617,0.7035928143712575,0.7095808383233533,0.6826347305389222,0.7095808383233533,0.6856287425149701,0.6976047904191617
0.30000000000000004,0.688622754491018,0.6467065868263473,0.6766467065868264,0.6646706586826348,0.6826347305389222,0.7155688622754491,0.6916167664670658,0.7005988023952096,0.7035928143712575,0.6856287425149701,0.688622754491018,0.6946107784431138,0.6706586826347305,0.7155688622754491,0.7035928143712575,0.7065868263473054,0.6916167664670658,0.7095808383233533,0.6916167664670658,0.7125748502994012,0.6826347305389222
0.4,0.6736526946107785,0.6497005988023952,0.6856287425149701,0.6377245508982036,0.6856287425149701,0.6946107784431138,0.6796407185628742,0.688622754491018,0.6916167664670658,0.6856287425149701,0.6916167664670658,0.7065868263473054,0.6826347305389222,0.6946107784431138,0.6916167664670658,0.7035928143712575,0.7305389221556886,0.6706586826347305,0.688622754491018,0.6946107784431138,0.688622754491018
0.5,0.6826347305389222,0.6766467065868264,0.6946107784431138,0.6497005988023952,0.6526946107784432,0.6736526946107785,0.6766467065868264,0.7095808383233533,0.7065868263473054,0.6586826347305389,0.6856287425149701,0.7065868263473054,0.6856287425149701,0.6736526946107785,0.7005988023952096,0.7065868263473054,0.7005988023952096,0.688622754491018,0.6826347305389222,0.6646706586826348,0.6736526946107785
0.6,0.6946107784431138,0.6526946107784432,0.6826347305389222,0.6676646706586826,0.6646706586826348,0.655688622754491,0.6646706586826348,0.6526946107784432,0.6916167664670658,0.7125748502994012,0.6616766467065869,0.6976047904191617,0.6736526946107785,0.6676646706586826,0.6856287425149701,0.688622754491018,0.6976047904191617,0.6796407185628742,0.6796407185628742,0.7005988023952096,0.6796407185628742
0.7,0.6197604790419161,0.6676646706586826,0.718562874251497,0.6437125748502994,0.655688622754491,0.6646706586826348,0.6706586826347305,0.6467065868263473,0.6796407185628742,0.6586826347305389,0.6676646706586826,0.688622754491018,0.688622754491018,0.6676646706586826,0.6676646706586826,0.6736526946107785,0.7065868263473054,0.6676646706586826,0.6736526946107785,0.6766467065868264,0.6796407185628742
0.7999999999999999,0.6526946107784432,0.655688622754491,0.6736526946107785,0.6467065868263473,0.6287425149700598,0.6497005988023952,0.6736526946107785,0.6706586826347305,0.7035928143712575,0.6616766467065869,0.6676646706586826,0.6736526946107785,0.6497005988023952,0.655688622754491,0.6796407185628742,0.6826347305389222,0.7125748502994012,0.6736526946107785,0.6526946107784432,0.688622754491018,0.6916167664670658
0.8999999999999999,0.6437125748502994,0.6407185628742516,0.6916167664670658,0.6467065868263473,0.6377245508982036,0.6467065868263473,0.6407185628742516,0.6616766467065869,0.6676646706586826,0.6586826347305389,0.6706586826347305,0.6796407185628742,0.655688622754491,0.6616766467065869,0.7005988023952096,0.655688622754491,0.7005988023952096,0.6976047904191617,0.688622754491018,0.6586826347305389,0.6826347305389222
0.9999999999999999,0.6437125748502994,0.6197604790419161,0.6586826347305389,0.6347305389221557,0.625748502994012,0.6497005988023952,0.6167664670658682,0.6526946107784432,0.6766467065868264,0.6497005988023952,0.6796407185628742,0.7035928143712575,0.6287425149700598,0.6407185628742516,0.6796407185628742,0.6976047904191617,0.6976047904191617,0.6916167664670658,0.6856287425149701,0.6497005988023952,0.6706586826347305
