Repair Level,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence,property_magnitude,age_cat,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
0.0,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249,0.7149959631156249
0.1,0.6973399056643862,0.6306675731950877,0.7128500403688438,0.6788552245782518,0.6674669612884034,0.7057536225725577,0.7078995453193389,0.6978285811413759,0.6816597968809757,0.7100454680661199,0.6814898228020227,0.7036076998257765,0.7255556027705775,0.705094973016615,0.7078995453193389,0.6816597968809757,0.707240895763396,0.7199464581651298,0.7042663493817193,0.7227510304678537
0.2,0.6704415076700803,0.6702715335911273,0.6971699315854332,0.6838057196277567,0.6857816682955848,0.7093868185101773,0.7083882207963286,0.7036076998257765,0.6894148642332044,0.7064122721285004,0.6844643691836995,0.705094973016615,0.7333106701228063,0.7057536225725577,0.6909021374240428,0.6859516423745379,0.6851230187396422,0.7057536225725577,0.7305060978200824,0.688097565121319
0.30000000000000004,0.6747333531636426,0.6257170781455828,0.6816597968809757,0.654102749330727,0.6456890324225556,0.7044363234606723,0.7070709216844431,0.7092168444312242,0.6829770959928612,0.6838057196277567,0.6814898228020227,0.6915607869799856,0.6965112820294905,0.707240895763396,0.6866102919304806,0.6577359452683467,0.7008031275230527,0.6986572047762716,0.6795138741341945,0.6979985552203289
0.4,0.6669782858114137,0.6102069434411252,0.6780266009433562,0.6455190583436026,0.6483236306463265,0.6689542344792418,0.7135086899247864,0.6780266009433562,0.6709301831470701,0.6851230187396422,0.671100157226023,0.6915607869799856,0.6829770959928612,0.7078995453193389,0.6915607869799856,0.6570772957124038,0.6838057196277567,0.6937067097267666,0.7064122721285004,0.692878086091871
0.5,0.6422258105638889,0.6080610206943441,0.6941953852037565,0.6471763056133939,0.6278630008923639,0.6894148642332044,0.6963413079505376,0.6724174563379084,0.6722474822589555,0.7176305613393957,0.6810011473250329,0.6752220286406323,0.7135086899247864,0.7199464581651298,0.688097565121319,0.6201079335401352,0.7014617770789955,0.6852929928185951,0.6814898228020227,0.7263842264054732
0.6,0.6501508519950707,0.6648111163047635,0.6897335656312412,0.6118641907109166,0.581821272255981,0.6937067097267666,0.6894148642332044,0.6771979773084604,0.6852929928185951,0.7019504525559852,0.6945353333616624,0.6937067097267666,0.6920494624569753,0.6554200484426125,0.6590532443802319,0.5856244422725534,0.6887562146772617,0.6866102919304806,0.6999745038881571,0.6108655929970679
0.7,0.6352993668465559,0.6430331874389156,0.673394807291888,0.6017932265329538,0.6143288148557345,0.6526154761398886,0.6788552245782518,0.6978285811413759,0.6569073216334509,0.6819784982790125,0.68083117324608,0.6803424977690902,0.7055836484936047,0.6732460799728042,0.6476649810903836,0.6338120936557174,0.6823184464369183,0.6582246207453364,0.6743934050057366,0.6237411294777546
0.7999999999999999,0.5978413291972975,0.5481451578634258,0.6940254111248034,0.6047677729146305,0.5324862958398844,0.6484936047252794,0.6630051417158883,0.7163132622275104,0.6654910126205753,0.6791739259762886,0.6590532443802319,0.6483236306463265,0.6389113160243063,0.6534440997747843,0.6831470700718141,0.5701143075680959,0.6709301831470701,0.70014447796711,0.7090468703522712,0.6478349551693368
0.8999999999999999,0.5999872519440785,0.5537543024688735,0.6804912250881741,0.5871117154633918,0.5748948285386479,0.692878086091871,0.6856116942166319,0.6382526664683635,0.6562486720775081,0.6719075341010496,0.6603705434921174,0.6498109038371648,0.6885862405983088,0.6427144860408788,0.6547613988866697,0.5899162877661157,0.688097565121319,0.6773679513874133,0.680661199167127,0.6575659711893935
0.9999999999999999,0.5726001784727829,0.6068924489015425,0.6620065440020397,0.5659924361534866,0.52390260485276,0.6446904347087069,0.72670292780351,0.6458377597416394,0.6392512641822122,0.7067309735265372,0.6519568265839459,0.6354480941656397,0.6862703437725747,0.6428844601198318,0.6704415076700803,0.5674797093443249,0.6597118939361747,0.6818297709599286,0.6572260230314877,0.6273743254153741
