Repair Level,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
0.0,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582,0.7750117773106582
0.1,0.7152098870444564,0.7173516325453984,0.7664555846407559,0.7271850126116022,0.7223989707477322,0.7504275587187541,0.7227675331379962,0.7706774133450259,0.7555621211579464,0.7664462067023091,0.7619173524480183,0.7565710806960626,0.7671912980258655,0.7587371021982013
0.2,0.7174045755557605,0.7254313694863839,0.7611722611244619,0.7307145675453074,0.7279790636740066,0.7295100826952258,0.728674693429233,0.7614886646129295,0.7386642679217422,0.7639627466883958,0.7474693052860836,0.7269606007400731,0.7391597618066363,0.7394922238385313
0.30000000000000004,0.7238615527733292,0.7376513564764544,0.7483781812068623,0.7273745159697823,0.7288111283196804,0.7145353341274785,0.7358365528831045,0.7585160149469912,0.7332402753287454,0.7514822474684271,0.7271535541759426,0.6938855841326536,0.7214107116757529,0.7172198395776603
0.4,0.720842922981093,0.7309162716327713,0.7295649389304885,0.7289088909756631,0.7274491631052455,0.7064211905026261,0.7368292029630522,0.7393825113680059,0.7158678795885249,0.7409907494007842,0.6992358391561235,0.6718489342710017,0.708446292013321,0.6943698809472283
0.5,0.7151823177872833,0.7353211740049819,0.7181767656713507,0.7198095619844094,0.7285760525716565,0.7014916567712166,0.7386381100599875,0.7285626599973528,0.7133093960670369,0.7320605996736854,0.683908461284169,0.6539939040263661,0.6948666607701703,0.6898945969901522
0.6,0.6972293994292944,0.7269122055593924,0.6922804198054533,0.7152194218046164,0.7161974247365552,0.6962723165138909,0.7320693816896222,0.7133602690307853,0.7065208663835094,0.7203105446292641,0.6556142173310575,0.6348679906182978,0.6773723518301407,0.6757764399840167
0.7,0.6836762396913247,0.7197494679039272,0.6701876277704908,0.7040388491293572,0.710610933484384,0.6926158614498983,0.7309565120843675,0.6953392586849434,0.6970665871266938,0.7114299819278658,0.6185505345424915,0.6110580321885976,0.6570540288439041,0.6635935883756219
0.7999999999999999,0.6657359297990737,0.7136710896662646,0.6545361307817814,0.699406837552151,0.7059238147571741,0.6864033692831428,0.725497328698938,0.6655829659000594,0.696340251680031,0.7009478617986697,0.6002585990049976,0.5863434320243739,0.642517471507063,0.6485438163002998
0.8999999999999999,0.6422412457415063,0.7003251541400619,0.6226366811005372,0.6890169599546346,0.699541359217698,0.6730606329198885,0.7199225363465684,0.6319317863184974,0.697373487219344,0.6859945664412825,0.554520919075605,0.5538043693038432,0.5980676428504668,0.6440632631336616
0.9999999999999999,0.6218982703819612,0.6908259297802551,0.5902157992230426,0.687818528422681,0.6991428752445634,0.6641140482772507,0.7107574363288163,0.5937534147928041,0.6990742186985428,0.6750003920542829,0.5039433760703866,0.5242017304335116,0.5833405784964812,0.6374638290718602
