Repair Level,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
0.0,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088,0.8447884036607088
0.1,0.8329955162459308,0.8343467845955408,0.8415944966525398,0.8355137890792949,0.8341010994410663,0.8386462747988452,0.833978256863829,0.843928505620048,0.8419630243842516,0.8417173392297771,0.8357594742337694,0.8340396781524476,0.839014802530557,0.840366070880167
0.2,0.8124808058473066,0.8155518702782384,0.8384620109329893,0.8145691296603402,0.8121736994042135,0.827406178981635,0.8136478103310607,0.8419630243842516,0.8386462747988452,0.841901603095633,0.827406178981635,0.8161046618758061,0.8256863829003133,0.8283889195995332
0.30000000000000004,0.8025919783797064,0.8048645660585959,0.8337325717093544,0.8089183711074258,0.8048031447699773,0.8194828327498311,0.8009950248756219,0.8420858669614889,0.8373564277378539,0.8360051593882439,0.8147533935261961,0.7976782752902156,0.8176401940912721,0.8196056753270684
0.4,0.7892021374608439,0.7925188870462502,0.8243351145507033,0.8023462932252319,0.795589951477182,0.8087341072415699,0.7856397027209631,0.8345310484613967,0.8308457711442786,0.8328726736686936,0.7981696455991647,0.7840427492168786,0.8086726859529513,0.813095018733493
0.5,0.7639579878385848,0.7771635648915914,0.8194214114612125,0.7880351329770898,0.7872980775136662,0.8044960383268841,0.7719427553590075,0.8315828266077022,0.8320127756280327,0.8286960260426264,0.7854554388551072,0.7726798108224311,0.7983539094650206,0.8058473066764941
0.6,0.7509366746514342,0.7673361587126097,0.8122351206928321,0.7940544192617162,0.7818315828266077,0.7899391929242675,0.7650635710337202,0.8301701369694736,0.8250721700141269,0.8232295313555679,0.7714513850500584,0.7503224617652479,0.7934402063755298,0.8037589828634605
0.7,0.7296849087893864,0.7511823598059088,0.8034518764203673,0.7846569621030649,0.7697315889687366,0.7807874209200909,0.7496468275904429,0.8256863829003133,0.8177630366685094,0.8189914624408821,0.7494011424359683,0.731097598427615,0.7843498556599717,0.8016092377618083
0.7999999999999999,0.6906209692279344,0.7384681530618512,0.7979239604446902,0.7800503654566673,0.7599656040783735,0.7651249923223389,0.7370554634236226,0.8167188747619925,0.8202198882132548,0.8157361341440943,0.7384681530618512,0.7125483692647872,0.774215343037897,0.7946686321479025
0.8999999999999999,0.6378600823045267,0.7003869541182974,0.7852711749892513,0.7691173760825503,0.7524107855782814,0.7440574903261471,0.7130397395737362,0.8028990848227996,0.8172716663595603,0.8081198943553836,0.7177077575087525,0.6894539647441803,0.7495239850132056,0.7904305632332166
0.9999999999999999,0.6114489281985136,0.6695534672317425,0.7700386954118298,0.7607026595417972,0.7382224679073767,0.7283336404397764,0.6954732510288066,0.7936858915300044,0.8161660831644247,0.802162029359376,0.6885940667035194,0.6649468705853449,0.7330630796634113,0.7874823413795221
